dish_id,name,description,price,restaurant_id
15,A9. Sesame Oil Chicken Soup rice noodle        阿嬷麻油鸡粉,No description,$18.95,75
16,A11. sweet and sour pork rib酸甜咕噜肉,No description,$18.95,75
17,A5. Braisd Pork rice noodle 油葱卤肉粉,No description,$16.95,75
18,A13. Saute chicken in hot sauce 湘西土匪鸡,No description,$18.95,75
19,A18. Curry Chicken with Potato咖喱鸡肉,No description,$18.95,75
0,Bread Sticks,No description,$5.99,76
1,"Garlic Chicken Pizza (10"" Small)",No description,$15.99,76
2,"Southwest Hawaiian Pizza (10"" Small)",No description,$15.99,76
3,"Bacon Cheeseburger Pizza (10"" Small)",No description,$15.99,76
4,"BBQ Chicken Pizza (10"" Small)",No description,$15.99,76
5,"Chicken Pesto Pizza (10"" Small)",No description,$15.99,76
6,"Super Hawaiian Pizza (10"" Small)",No description,$15.99,76
7,"Deluxe Pizza (10"" Small)",No description,$15.99,76
8,"Supreme Pizza (10"" Small)",No description,$15.99,76
9,"Pesto Fiesta Pizza (10"" Small)",No description,$15.99,76
10,"House Pizza (10"" Small)",No description,$15.99,76
11,"Butter Chicken Pizza (10"" Small)",No description,$15.99,76
12,Tandoori Chicken Gourmet Pizza (Small),No description,$15.99,76
13,"Mexican Pizza (10"" Small)",No description,$15.99,76
14,"Garlic Lovers Pizza (10"" Small)",No description,$15.99,76
15,"Meat Lovers Pizza (10"" Small)",No description,$15.99,76
16,"Canadian Pizza (10"" Small)",No description,$15.99,76
17,Super  Veggie Gourmet Pizza (Small),No description,$15.99,76
18,"Pepperoni Feast Pizza (12"" Medium)",No description,$17.99,76
19,"Butter Chicken Pizza (12"" Medium)",No description,$17.99,76
0,Avocado Green salad,No description,$17.00,77
1,Tuna Tataki Salad,No description,$20.00,77
2,Pacific Sashimi Salad,No description,$21.00,77
3,Egg & Potato Salad,No description,$12.00,77
4,Wild Salmon Sashimi (2 pcs),No description,$8.50,77
5,Egg (Tamago) Sashimi (2 pcs),No description,$5.50,77
6,Tuna Sashimi (2 pcs),No description,$8.50,77
7,Tuna Belly (Toro) Sashimi (2 pcs),No description,$11.00,77
8,Octopus (Tako) Sashimi (2 pcs),No description,$8.50,77
9,Yellowtail (Hamachi) Sashimi (2 pcs),No description,$12.00,77
10,Spot Prawn (Ama Ebi) Sashimi (2 pcs),No description,$12.00,77
11,Mackerel (Saba) Sashimi (2 pcs),No description,$7.50,77
12,Ponzu Tuna Tataki Sashimi (2 pcs),No description,$10.00,77
13,Scallop (Hotate) Sashimi (2 pcs),No description,$10.00,77
14,Wild Salmon Nigiri (2 pcs),No description,$8.50,77
15,Tuna Nigiri (2 pcs),No description,$8.50,77
16,Egg (Tamago) Nigiri (2 pcs),No description,$5.50,77
17,Octopus (Tako) Nigiri (2 pcs),No description,$8.50,77
18,Baby Scallop Nigiri (2 pcs),No description,$7.50,77
19,Mackerel (Saba) Nigiri (2 pcs),No description,$7.50,77
0,Lamb Shish Platter,No description,$24.50,78
1,Lamb Shish Sandwich,No description,$21.50,78
2,Lamb Shish Wrap,No description,$21.50,78
3,Family Size Doner Meal,No description,$54.75,78
4,Family Size Kofteh Meal,No description,$54.75,78
5,Delight's Family Special,No description,$59.75,78
6,Family Special Wrap Meal,No description,$54.75,78
7,Double Pistachio Baklava (per/piece),No description,$1.75,78
8,Sobiyet Baklava (per piece),No description,$1.75,78
9,Pistachio Filled Mussel Shape Baklava (per piece),No description,$1.75,78
10,Pistachio-filled Kadayif (per piece),No description,$3.50,78
11,3 pcs Double Pistachio Baklava (3 Pieces),No description,$5.25,78
12,3 pcs Pistachio Mussel Shaped Baklava (3 pieces),No description,$5.25,78
13,3 pcs Pistachio Filled Kadayif (3 Piece),No description,$10.50,78
14,3 pcs Sobiyet Baklava (3 pieces),No description,$5.25,78
15,Pistachio Roll Baklava (one piece),No description,$1.75,78
16,3 pcs Pistachio Roll Baklava (3 pieces),No description,$5.25,78
17,3 pcs Walnut Roll Baklava (3 pieces),No description,$5.25,78
18,Walnut Roll Baklava (one piece),No description,$1.75,78
19,1 Kilo Frozen Kofteh (Chevabi),No description,$44.75,78
0,6 Assorted Donuts,No description,$17.50,79
1,12 Assorted Donuts,No description,$30.00,79
